movie_genre,artist,album_name,track_name
jazz,B.B. King,Home For Christmas 2022,Please Come Home For Christmas
jazz,Gregory Porter,Christmas Songs 2022,The Christmas Song
jazz,Tony Bennett;Lady Gaga,Rockin' Around The Christmas Tree 2022,Winter Wonderland
jazz,Tony Bennett;Lady Gaga,Holiday Tunes 2022,Winter Wonderland
jazz,Tony Bennett;Lady Gaga,Christmas Dinner 2022,Winter Wonderland
jazz,Gregory Porter,JULPYNTA,The Christmas Song
jazz,Tony Bennett;Lady Gaga,Christmas Best Hits 2022,Winter Wonderland
jazz,Tony Bennett;Lady Gaga,Santa Claus Is Coming To Town,Winter Wonderland
jazz,B.B. King,Home At Christmas,Please Come Home For Christmas - Album Version / Addtl. Strings
jazz,Gregory Porter,Calm Christmas,The Christmas Song
jazz,Gregory Porter,Christmas Day Chill,The Christmas Song
jazz,Gregory Porter;Anita Wilson,Soulful Christmas,Go Tell It On The Mountain / Ain't No Mountain High Enough - Medley
jazz,Tony Bennett;Lady Gaga,Jingle Bell Rock 2022,Winter Wonderland
jazz,Tony Bennett;Lady Gaga,christmas but not christmas songs,Anything Goes
jazz,Tony Bennett;Lady Gaga,The Very Best Christmas Songs 2022,Winter Wonderland
jazz,Astrud Gilberto,The Greatest Jazz Mix,Day By Day
jazz,Bill Evans,Essential Christmas Cocktail Party,Santa Claus Is Coming To Town
jazz,Tony Bennett;Lady Gaga,Christmas Classics,Winter Wonderland
jazz,Dinah Washington,Jazz Romance,Our Love Is Here To Stay
jazz,Dinah Washington,The Greatest Jazz Mix,September In The Rain
jazz,Madeleine Peyroux;Michel Legrand,Desayuno en calma,Have Yourself A Merry Little Christmas
jazz,Dinah Washington,Desayuno en calma,Mad About The Boy
jazz,Dinah Washington;Brook Benton,60s Christmas Party,Baby (You've Got What It Takes)
jazz,Etta James,At Last!,At Last
jazz,Anthony Lazaro,Rock Paper Scissors,Coffee Cup
jazz,Living Room,Sensual Lounge: Chillout Your Mind,Don't Cry Baby
jazz,Living Room,"Luxury Kingsize Lounge, Vol. 5",Lush
jazz,Living Room,"Calm Seas and Palm Trees, Vol. 4",Ganja Tribe - Original Mix
jazz,Living Room,Balearic Deep-House Winter 2022,Brand New Day
jazz,Living Room,"Lounge La Nuit, Vol. 1",Love Letter - Original Mix
jazz,Living Room,"Big City Deep-House Grooves, Vol. 4",Spirit Nature
jazz,Living Room,"Global Lounge Masters, Vol. 5",Opera Reload
jazz,Living Room,"Beach Bar Chill Grooves, Vol. 1",Darkjazz Slomo - Instrumental
jazz,Living Room,"Global Chill Out Masters, Vol. 5",Born New Day
jazz,Living Room,Ibiza Winter Island 2022 (The Deep-House Edition),Spirit Nature
jazz,Duke Ellington;John Coltrane,Best Christmas Songs 2022 | For under the Mistletoe,In A Sentimental Mood
jazz,Jamie Cullum,Christmas Songs 2022,Turn On The Lights
jazz,George Howard,Cool Covers - Smooth Jazz Plays The Hits!,Love Will Follow
jazz,Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,Work From Home with Stan Getz,Corcovado (Quiet Nights Of Quiet Stars) - Single Version
jazz,Jamie Cullum,CHRISTMAS TOP HITS 2022,It's Christmas
jazz,Jamie Cullum,JULMYS,It's Christmas
jazz,Jamie Cullum,JULPYNTA,It's Christmas
jazz,Jamie Cullum,pov: you hear the bells jingle,It's Christmas
jazz,Jamie Cullum,A Merry Modern Christmas,All I Want For Christmas Is You
jazz,Jamie Cullum,Holidays Are Coming,It's Christmas
jazz,Louis Prima;Sam Butera & The Witnesses,World's Best Christmas Playlist,Pennies From Heaven
jazz,Jamie Cullum;Michel Legrand,Christmas Songs 2022,Let It Snow
jazz,Jamie Cullum,Best Christmas Songs 2022,It's Christmas
jazz,Jamie Cullum,Weihnachtssongs,It's Christmas
jazz,Jamie Cullum,Holiday Favorites 2022,It's Christmas
jazz,Jamie Cullum,All I Want For Christmas Is You,It's Christmas
jazz,Sertab Erener,İyiliğe Ninniler,Dandini Dandini Dastana
jazz,Jamie Cullum,Christmas Songs 2022,It's Christmas
jazz,Duke Ellington;John Coltrane,All I want For Christmas Is Music,In A Sentimental Mood
jazz,Jamie Cullum,World's Best Christmas Playlist,Show Me The Magic
jazz,Jamie Cullum,Weihnachten Musik,It's Christmas
jazz,Jamie Cullum,Christmas 2022,It's Christmas
jazz,Jamie Cullum,Christmas Dinner 2022,It's Christmas
jazz,Jamie Cullum,Christmas Best Hits 2022,It's Christmas
jazz,Jamie Cullum,Weihnachten Playlist,It's Christmas
jazz,Jamie Cullum,Santa Claus Is Coming To Town,Hang Your Lights
jazz,Jamie Cullum,Jingle Bell Rock 2022,It's Christmas
jazz,Jamie Cullum,Rockin' Around The Christmas Tree 2022,Hang Your Lights
jazz,Jamie Cullum,Rockin' Around The Christmas Tree 2022,Show Me The Magic
jazz,Jamie Cullum,World's Best Christmas Playlist,It's Christmas
jazz,Jamie Cullum,Weihnachten Musik,Hang Your Lights
jazz,Louis Prima;Keely Smith;Sam Butera & The Witnesses,christmas but not christmas songs,Buona Sera - Remastered 2002
jazz,Jamie Cullum,Santa Claus Is Coming To Town,Show Me The Magic
jazz,Jamie Cullum,Weihnachtslieder 2022,It's Christmas
jazz,Elis Regina,Ressaquinha,Corcovado
jazz,Elis Regina,Fiesta temática 70s,Como Nossos Pais
jazz,Elis Regina,Chill in Brazil,Beguine dodói
jazz,Frank Zappa,(70's) Seventies Collected Volume 2,Bobby Brown Goes Down
jazz,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why
jazz,Peggy Lee,Christmas Classics,The Christmas Waltz
jazz,Ituana;Ronan,"Lounge Remixes, Vol. 4",Tape Loop - Ronan Remix
jazz,Peggy Lee,All I Want For Christmas Is You,Happy Holiday
jazz,Peggy Lee,Holiday Anthems 2022,The Christmas Waltz
jazz,Peggy Lee,Holiday Tunes 2022,The Christmas Waltz
jazz,Peggy Lee,Weihnachtssongs,The Christmas Waltz
jazz,Peggy Lee,World's Best Christmas Playlist,Happy Holiday
jazz,Peggy Lee,Christmas Best Hits 2022,Happy Holiday
jazz,Peggy Lee,Holiday Favorites 2022,Happy Holiday
jazz,Peggy Lee,Classic Christmas Greatest Hits,Happy Holiday
jazz,Peggy Lee,Christmas Songs 2022,Happy Holiday
jazz,Peggy Lee,Slow Christmas Songs 2022,The Christmas Waltz
jazz,Peggy Lee,Holidays Are Coming,Happy Holiday
jazz,Peggy Lee,Rock Christmas 2022 - The Very Best Of,Happy Holiday
jazz,Peggy Lee,Christmas 2022,Happy Holiday
jazz,Peggy Lee,Weihnachten Musik,Happy Holiday
jazz,Louis Prima;Sam Butera & The Witnesses,christmas but not christmas songs,Pennies From Heaven
jazz,Peggy Lee,Christmas Dinner 2022,Happy Holiday
jazz,Peggy Lee,All I Want For Christmas Is You,The Christmas Waltz
jazz,Peggy Lee,Rockin' Around The Christmas Tree 2022,Happy Holiday
jazz,Peggy Lee,Christmas Best Hits 2022,The Christmas Waltz
jazz,Peggy Lee,Christmas Classics,Happy Holiday
jazz,Louis Prima;Sam Butera & The Witnesses,pov: you bake cookies,Pennies From Heaven
jazz,Louis Prima;Sam Butera & The Witnesses,pov: you are an christmas elf,Pennies From Heaven
jazz,Peggy Lee,Jingle Bell Rock 2022,Happy Holiday
jazz,Peggy Lee,pov: you are walking in a winter wonderland,The Christmas Waltz
jazz,Peggy Lee,Xmas Classics 2022,The Christmas Waltz
jazz,The Cooltrane Quartet,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Sing It Back
jazz,Peggy Lee,Lonely Christmas 2022,The Christmas Waltz
jazz,Jamie Cullum,Weihnachten Playlist,So Many Santas
jazz,Peggy Lee,Desayuno en calma,Black Coffee - Single Version
jazz,Peggy Lee,The Greatest Jazz Mix,I Go To Sleep
jazz,Peggy Lee,Classic Christmas 2022,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,Weihnachtslieder 2022,Happy Holiday
jazz,Jamie Cullum,World's Best Christmas Playlist,So Many Santas
jazz,Peggy Lee,Classic Christmas Music 2022,It's Christmas Time Again
jazz,Jamie Cullum,pov: you have a holly jolly christmas,So Many Santas
jazz,Peggy Lee,christmas but not christmas songs,This Is A Very Special Day - Single Version
jazz,Peggy Lee,Weihnachtslieder 2022,The Christmas Waltz
jazz,Jamie Cullum,pov: you saw mommy kissing santa claus,So Many Santas
jazz,Peggy Lee,Latinas 2000s,Don't Forget To Feed The Reindeer
jazz,Peggy Lee,Xmas Classics 2022,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,Weihnachten Playlist,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,Christmas Playlist 2022,The Christmas Waltz
jazz,Peggy Lee,World's Best Christmas Playlist,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,The Very Best Christmas Songs 2022,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,pov: you ride on santa's sleigh,I Like A Sleighride (Jingle Bells)
jazz,Peggy Lee,pov: you are an christmas elf,This Is A Very Special Day - Single Version
jazz,Louis Prima;Keely Smith;Sam Butera & The Witnesses,christmas but not christmas songs,(Nothing's Too Good) For My Baby - Remastered
jazz,BADBADNOTGOOD;Samuel T. Herring,IV,Time Moves Slow
jazz,Tom Misch,Geography,Movie
jazz,Dpsht,Poppy,Poppy
jazz,Konteks,Outer,Backdrop
jazz,Bill Charlap Trio,Street Of Dreams,Day Dream
jazz,Michael Bublé,Call Me Irresponsible,Everything
jazz,Zeki Müren,Ayrıldık İşte,Seni Sordum Yıldızlara
jazz,Yura Yunita,Intuisi,Intuisi
jazz,Brad Mehldau,"Progression: The Art of the Trio, Vol. 5",The Folks Who Live on the Hill - Live
jazz,Julie London,Jazz Romance,I'm Glad There Is You
jazz,Julie London,Desayuno en calma,I'm In The Mood For Love
jazz,Michelle Simonal;Natty Bong;Ronan,"Lounge Remixes, Vol. 4",As - Luxury Remix
jazz,İlhan İrem,Bezginin Gizli Mektupları,Yemyeşil Bir Deniz
jazz,Doris Day,Christmas Only: The Timeless Classic Collection,Silver Bells
jazz,The Little Willies,For The Good Times,For The Good Times
jazz,Doris Day,Christmas Only: The Timeless Classic Collection,Here Comes Santa Claus
jazz,Peggy Lee,pov: you have a holly jolly christmas,Happy Holiday
jazz,Elis Regina,Elis (Remastered),Casa No Campo - Remastered 2021
jazz,Peggy Lee,pov: you bake cookies,Happy Holiday
jazz,Vince Guaraldi Trio,Happy Christmas Instrumentals,Skating
jazz,Vince Guaraldi Trio,Christmas Background Music,Skating
jazz,Michelle Simonal,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Here I Go Again
jazz,Vince Guaraldi Trio,Christmas Songs 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Best Christmas Songs 2022 | For under the Mistletoe,Christmas Time Is Here - Instrumental
jazz,Groove Da Praia,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Anybody Seen My Baby - Acoustic Version
jazz,Vince Guaraldi Trio,Home For Christmas 2022,Skating
jazz,Vince Guaraldi Trio,Silent Night,Christmas Time Is Here - Instrumental
jazz,Vince Guaraldi Trio,Home At Christmas,Skating
jazz,Sertab Erener;Can Bonomo,İyiliğe Ninniler,Fış Fış Kayıkçı
jazz,Vince Guaraldi Trio,12 Days of Christmas 2022,O Tannenbaum
jazz,Vince Guaraldi Trio,Rockin' Around The Christmas Tree 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Christmas Background Music,What Child Is This
jazz,Vince Guaraldi Trio,Best Christmas Playlist Ever 2022,Linus And Lucy
jazz,Sarah Vaughan;Clifford Brown,Jazz Romance,Embraceable You
jazz,Vince Guaraldi Trio,Christmas Dinner,O Tannenbaum
jazz,Peggy Lee,Christmas Playlist 2022,Happy Holiday
jazz,Vince Guaraldi Trio,Christmas Dinner,Linus And Lucy
jazz,Vince Guaraldi Trio,Slow Christmas Songs 2022,Christmas Time Is Here - Vocal
jazz,Peggy Lee,Christmas Vibes But Not Christmas Songs,This Is A Very Special Day - Single Version
jazz,Vince Guaraldi Trio,The Very Best Christmas Songs 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Lonely Christmas 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Best Christmas Playlist Ever 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Christmas Playlist 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Christmas Classics,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,Skating
jazz,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,What Child Is This
jazz,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,O Tannenbaum
jazz,Julie London,The Greatest Jazz Mix,Diamonds Are A Girl's Best Friend
jazz,Oscar Peterson,Ultimate Calm Christmas Jazz,White Christmas
jazz,Vince Guaraldi Trio,pov: you are an christmas elf,Linus And Lucy
jazz,Harry James,Texas Chatter,"It's Been a Long, Long Time"
jazz,Tom Misch;De La Soul,Geography,It Runs Through Me
jazz,"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland
jazz,Zmeyev;Screen Jazzmaster;DreamBetter,The Calm Place,The Calm Place
jazz,Dualizm;Grmmr.126,Es kommt zum Duell,Es kommt zum Duell
jazz,Kris Bowers,Bridgerton Season Two (Covers from the Netflix Series),Kabhi Khushi Kabhie Gham
jazz,Phlocalyst;Mr. Käfer,Don't Forget,Don't Forget
jazz,Art Farmer,Art,"Goodbye, Old Girl"
jazz,Louis Armstrong,What A Wonderful World,Dream A Little Dream Of Me
jazz,Caravan Palace,<I°_°I>,Comics
jazz,Leslie Odom Jr.;Daveed Diggs;Okieriete Onaodowan;Lin-Manuel Miranda;Phillipa Soo;Christopher Jackson;Original Broadway Cast of Hamilton;Anthony Ramos,Hamilton (Original Broadway Cast Recording),Alexander Hamilton
jazz,Michael Bublé,Crazy Love,Haven't Met You Yet
jazz,Kenny G,Breathless,Forever in Love
jazz,Meg Birch,Life Sucks Playlist,Only Love Can Hurt Like This
jazz,The Dave Brubeck Quartet,Time Out,Take Five
jazz,Ella Fitzgerald;Louis Armstrong,"Love, Ella",Dream A Little Dream Of Me - Single Version
jazz,Shankar;Ehsaan;Loy;Sukhwinder Singh;Jaspinder Narula;Gulzar,Bunty Aur Babli,Bunty Aur Babli
jazz,Caravan Palace,<I°_°I>,Lone Digger
jazz,MFÖ,Agu,Vurgun Yedim
jazz,Ella Fitzgerald;Louis Armstrong,The Complete Ella And Louis On Verve,Cheek To Cheek
jazz,Bobby Timmons,Young Chet,Autumn In New York
jazz,Ray Charles,True Genius,Hit the Road Jack
jazz,Brous One;Matiah Chinaski,Un Momento en el Tiempo,El Repaso
jazz,Tommy Flanagan,The Smart Attitude of Tommy Flanagan,Delarna
jazz,Birsen Tezer,Kadın,Kadın
jazz,Stan Getz;João Gilberto;Astrud Gilberto,The Girl From Ipanema - The Bossa Nova Years,The Girl From Ipanema
jazz,Andien,Gemintang,Gemintang
jazz,Norah Jones,Feels Like Home,Sunrise
jazz,Nenei;Javier Penna,"Lounge Remixes, Vol. 4",Just the Two of Us - Luxury Remix
jazz,Lollypop Lorry,Live at Octopus,I Won't Let You Go (Live)
jazz,Beny Moré,RCA 100 Años De Musica,¿Cómo Fue?
jazz,Ezginin Günlügü,İlk Aşk,Zerdaliler
jazz,Nenei;Stella Starlight Trio;Ronan,"Lounge Remixes, Vol. 4",Feeling Good - Ronan Remix
jazz,Ayten Alpman,Ben Böyleyim (45'lik),Ben Böyleyim
jazz,Sarah Vaughan,Desayuno en calma,Misty
jazz,Nenei;Jazzystics,"Vintage Café: Lounge and Jazz Blends, Vol. 22",The Way You Make Me Feel
jazz,Müzeyyen Senar,"Yayınlanmamış Şarkılar, Vol. 2",Gamzedeyim Deva Bulmam
jazz,Leman Sam,İlla,Ayrılığa Dayanamam
jazz,Nancy Wilson,Jazz Romance,Tonight May Have To Last Me All My Life - Remastered
jazz,Vince Guaraldi Trio,Christmas Faves 2022,Christmas Time Is Here - Instrumental
jazz,BLOSSOM DEARIE,Jazz Romance,Tea For Two
jazz,Vince Guaraldi Trio,All I want For Christmas Is Music,Christmas Time Is Here
jazz,Vince Guaraldi Trio,Christmas Dinner,Christmas Time Is Here - Instrumental
jazz,Chris Botti;Sting,Desayuno en calma,In The Wee Small Hours Of The Morning
jazz,Vince Guaraldi Trio,Xmas Classics 2022,Christmas Time Is Here - Vocal
jazz,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,The Christmas Song
jazz,Dave Brubeck,Ultimate Calm Christmas Jazz,Away In A Manger
jazz,Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,Summer Samba! - Stan Getz,The Girl From Ipanema - Single Version
jazz,Dave Brubeck,Ultimate Calm Christmas Jazz,O Tannenbaum
jazz,Nancy Wilson,The Greatest Jazz Mix,(You Don't Know) How Glad I Am
jazz,Bonobo;Joji,Fragments,From You
jazz,Etta James,Tell Mama,I'd Rather Go Blind
jazz,Souls Of Mischief,93 'til Infinity,93 'Til Infinity
jazz,"Grover Washington, Jr.;Bill Withers",In the Name of Love: The Elektra Recordings 1979-1984,Just the Two of Us
jazz,Mr. Käfer;Eu93ne,Inner Courage,Inner Courage
jazz,The BREED,Sunday Vibe,Sunday Vibe
jazz,Oaty.,Goiaba,Goiaba
jazz,Hara Noda,The Beauty of Everyday Things,The Beauty of Everyday Things
jazz,Nina Simone,Broadway-Blues-Ballads,Don't Let Me Be Misunderstood
jazz,Plini,Handmade Cities,Electric Sunrise
jazz,John Coltrane,Blue Train,Blue Train
jazz,Doris Day,With A Smile And A Song,"Perhaps, Perhaps, Perhaps"
jazz,Leo Gandelman;Baco Exu do Blues;Machine Series,Hip Hop Machine #6,Flamingos
jazz,MALIQ & D'Essentials,Free Your Mind,Heaven
jazz,Peyk,Suluşaka,Gidin
jazz,Yura Yunita,Duhai Sayang,Duhai Sayang
jazz,MALIQ & D'Essentials,25 Tahun McDonald's Indonesia,Bagaimana Kutahu
jazz,Chet Baker,Chet Baker Sings,My Funny Valentine
jazz,Michael Bublé;Meghan Trainor,Nobody but Me (Deluxe),Someday (feat. Meghan Trainor)
jazz,Levent Yüksel,Med Cezir,Kadınım
jazz,Carlos Lyra,Bossa Nova Carlos Lyra,Você e Eu (You and Me)
jazz,Sertab Erener,Tesadüf Aşk,Tesadüf Aşk
jazz,Anita Baker,Jazz Ballads Classics,Body and Soul
jazz,Yeni Türkü,Yeni Türkü Koleksiyon,Maskeli Balo
jazz,Sertab Erener,İyiliğe Ninniler,Dandini Dandini Dastana
jazz,Hüsnü Arkan;Feyza Eren,Yalnız Değiliz,Yağmurlar
jazz,Nenei;Stella Starlight Trio;Ronan,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Feeling Good - Ronan Remix
jazz,Bo Kaspers Orkester,Dansa på min grav,Dansa på min grav
jazz,İlhan İrem,Dünden Yarına,Konuşamıyorum (Sazlıklardan Havalanan)
jazz,Müzeyyen Senar,Esiri Zülfünüm,Akşam Oldu Hüzünlendim Ben Yine
jazz,Jazzystics;Nenei,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Levitating
jazz,Alice Babs;Titti,Sjung med oss mamma,Tula hem och tula vall
jazz,Nat King Cole Trio,pov: you hear the bells jingle,All I Want For Christmas (Is My Two Front Teeth)
jazz,Vince Guaraldi;Lee Mendelson;Vince Guaraldi Trio,Weihnachten Klassik 2022,Christmas Time Is Here - Instrumental
jazz,Billo's,Exitos De Billo's Caracas Boys,Boquita Sala
jazz,Hüsnü Arkan,Bir Yalnızlık Ezgisi (Remastered),Nereye Uçar Turnalar - Remastered
jazz,Stella Starlight Trio,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Don't You Want Me - Ronan Remix
jazz,Nat King Cole Trio,World's Best Christmas Playlist,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,Rockin' Around The Christmas Tree 2022,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,Classic Christmas Music 2022,The Christmas Song (Chestnuts Roasting On An Open Fire)
jazz,Nat King Cole Trio,Slow Christmas Songs 2022,The Little Christmas Tree - Remastered
jazz,Nat King Cole Trio,Christmas Eve At Home,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,Chill Christmas Dinner,The Little Christmas Tree - Remastered
jazz,Nat King Cole Trio,Christmas Classics,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,pov: you rock around the christmas tree,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,pov: you are an christmas elf,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,Lonely Christmas 2022,The Little Christmas Tree - Remastered
jazz,Nat King Cole Trio,Home At Christmas,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,Home For Christmas 2022,All I Want For Christmas (Is My Two Front Teeth)
jazz,Nat King Cole Trio,pov: you have a holly jolly christmas,All I Want For Christmas (Is My Two Front Teeth)
jazz,Michael Bublé,Call Me Irresponsible (Deluxe),L O V E
jazz,Bonobo,Migration,Kerala
jazz,Doris Day;Frank DeVol & His Orchestra,Doris Day - Her Greatest Songs,"Que Sera Sera (Whatever Will Be, Will Be) [From ""The Man Who Knew Too Much""] (with Frank DeVol & His Orchestra)"
jazz,Etta James,At Last!,A Sunday Kind Of Love
jazz,Ray Charles,Soul,Hit the Road Jack
jazz,Nick Hakim,Happen,Happen
jazz,Anthony Lazaro;Sarah Kang,Something New,Love Letter
jazz,Anthony Lazaro,Strangers in Disguise,Gravity
jazz,Michael Bublé;Cécile McLorin Salvant,love (Deluxe Edition),La vie en rose (feat. Cécile McLorin Salvant)
jazz,Aretha Franklin,Aretha Now,I Say a Little Prayer
jazz,Ella Fitzgerald;Louis Armstrong,C'est Si Bon,Dream A Little Dream Of Me
jazz,Nina Simone,I Put A Spell On You,I Put A Spell On You
jazz,Billie Holiday,Solitude,Blue Moon
jazz,Kris Bowers;Hillary Smith,Bridgerton (Covers from the Netflix Original Series),Strange (feat. Hillary Smith)
jazz,Dean Martin,A Winter Romance,Let It Snow! Let It Snow! Let It Snow!
jazz,Duke Ellington;John Coltrane,Duke Ellington & John Coltrane,In A Sentimental Mood
jazz,Tanju Okan,Bir Zamanlar (Best Of),Dostlarım
jazz,Nat King Cole,Unforgettable,Unforgettable
jazz,Ardhito Pramono,Ardhito Pramono,Di Senayan
jazz,MFÖ,Ele Güne Karşı Yapayalnız,Bu Sabah Yağmur Var İstanbul'da
jazz,Glenn Fredly,Happy Sunday,Kisah Yang Salah
jazz,Helen Humes,Blue and Sentimental,Flippity Flop Flop
jazz,Diana Krall;Bryan Adams,Wallflower,Feels Like Home
jazz,Kızılırmak,Gölge,Adıyaman
jazz,Zeki Müren,Anılarım,Gökyüzünde Yalnız Gezen Yıldızlar
jazz,Phlocalyst;Myríad,Afternoon Jazz,Nuit Douce
jazz,Louis Armstrong,"Hello, Dolly! (Remastered)","Hello, Dolly!"
jazz,Zülfü Livaneli,"Bütüneserleri, Vol. 6 (Günlerimiz)",Kardeşin Duymaz
jazz,İlhan İrem,Dünden Yarına,Yazık Oldu Yarınlara
jazz,Sena Şener,Kendim Ettim Kendim Buldum (Live),Kendim Ettim Kendim Buldum - Live
jazz,Project Grand Slam,All of the Time,All of the Time
jazz,Jehan Barbur,Kusura Bakmasınlar,Kusura Bakmasınlar
jazz,Norah Jones,Come Away With Me (Super Deluxe Edition),Turn Me On
jazz,Lisa Nilsson,Sånger om oss,Var är du min vän
jazz,Leman Sam,İlla,İlla
jazz,Levent Yüksel,Aşk Mümkün müdür Hala?,Aşk Mümkün Müdür Hala?
jazz,Ruth Sahanaya,Greatest Hits,Bawa Daku Pergi
jazz,Müzeyyen Senar,Müzeyyen Senar Yayınlanmamış Şarkılar (Altın Arşiv Serisi),Kimseye Etmem Şikayet
jazz,Dinah Eastwood,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Afterglow
jazz,Etta Jones,Jazz Romance,If I Had You
jazz,Robert Broberg,Höjdare,Vatten
jazz,Pete Rock;C.L. Smooth,Rap Homage,They Reminisce over You
jazz,Elis Regina,Elis,"Dois Pra Lá, Dois Pra Cá"
jazz,Sertab Erener;Öykü Karayel,İyiliğe Ninniler,Benim Annem Güzel Annem
jazz,Madeleine Peyroux,Careless Love,Don't Cry Baby
jazz,Nikki Yanofsky,The Ultimate Jazz Cafe Album,Bienvenue dans ma vie
jazz,Dr. John,New Orleans Voodoo Soul,Zu Zu Man
jazz,Nazan Öncel,Sokak Kızı,Erkekler De Yanar
jazz,Taj Mahal,Supa Chill,Paradise
jazz,Benny Goodman,Christmas Only: The Timeless Classic Collection,Winter Weather
jazz,"Earth, Wind & Fire",September,September
jazz,Dean Martin;Dick Stabile And His Orchestra,The Capitol Years,That's Amore
jazz,Kenny G,The Esssential Love Songs,You're Beautiful
jazz,Phlocalyst,Daylight,Daylight
jazz,Nightmares On Wax,In A Space Outta Sound,You Wish
jazz,Anthony Lazaro,Moody Wind,Moody Wind
jazz,Plini,Other Things,Selenium Forest
jazz,Kenny G,The Moment,The Moment
jazz,Nina Simone,Pastel Blues,Sinnerman
jazz,Yura Yunita,Buktikan,Buktikan
jazz,Gregory Porter;Kem,Heartbreak Songs,Holding On
jazz,Chet Baker,Chet Baker Sings,I Get Along Without You Very Well (Except Sometimes) - Vocal Version
jazz,Jehan Barbur,Sarı,Güzel Adam
jazz,Miles Davis;John Coltrane;Cannonball Adderley;Bill Evans,Kind Of Blue (Legacy Edition),"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)"
jazz,Moğollar,Umut Yolunu Bulur,Çaya Kaç Şeker
jazz,Tony Bennett,A Swingin' Christmas Featuring The Count Basie Big Band,Winter Wonderland
jazz,MALIQ & D'Essentials,1st Special Edition,The One
jazz,Frida Ånnevik,Det jeg vil ha (fra deg),Det jeg vil ha (fra deg)
jazz,Brian Culbertson,Happy Christmas Instrumentals,Jingle Bells
jazz,Sukriye Tutkun,Gucum Yetene Kadar,Uyan Sunam Uyan
jazz,Nazan Öncel,Yan Yana Fotoğraf Çektirelim,Beyoğlu
jazz,Dian Pramana Poetra;Deddy Dhukun,5 Bintang Populer,Masih Ada
jazz,MALIQ & D'Essentials,Mata Hati Telinga,Mata Hati Telinga
jazz,Elis Regina;Adoniran Barbosa,Elis Regina,Tiro Ao Álvaro
jazz,Doris Day;Frank DeVol & His Orchestra,With A Smile And A Song,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)"
jazz,Friðrik Karlsson,Móðir og barn,Nýtt líf
jazz,Müzeyyen Senar,"Yayınlanmamış Şarkılar, Vol. 2",Unutturamaz Seni Hiçbir Şey
jazz,Yura Yunita,Merakit,Apakah Kamu
jazz,Moğollar,Moğollar'94,Dinleyiverin Gayri
jazz,Gündoğarken,İstanbul Atina İstanbul,Gördüğüme Sevindim
jazz,Yeni Türkü,Şimdi Ve Sonra,Sevgi Özleyendir
jazz,Doğan Canku,Best Of +3,Gecelerim
jazz,Brian Culbertson,Essential Christmas Cocktail Party,Jingle Bells
jazz,Isaac Hayes,pov: you rock around the christmas tree,The Mistletoe And Me
jazz,Müzeyyen Senar,Saklı Kayıtlar (1934 - 1996),Benzemez Kimse Sana
jazz,Donald Byrd,Fiesta temática 70s,(Fallin' Like) Dominoes - Live
jazz,Luiz Ayrao,20 Super Sucessos: Luiz Ayrão,A Saudade Que Ficou - O Lencinho
jazz,Mel Tormé,Holidays Are Coming,"The Christmas Song - Live At The Crescendo Club, Hollywood, CA / December 15, 1954"
jazz,Mel Tormé,Thanksgiving Party,Comin' Home Baby
